"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","year","rate","population","prev_rate","rate_diff","percent_different","year_to_site"
"243",10654,"Dawson County Shoal Hole Road MSWL",34.4386111111111,-84.1197222222222,"55 Transportation Lane","Dawsonville","Dawson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10654/download","L","small_green ",2018,0,25083,0,0,NA,-17
"244",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",1999,15.6,28063,0,15.6,Inf,8
"245",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2000,13.7,28223,15.6,-1.9,-12.1794871794872,7
"246",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2001,14.2,27870,13.7,0.5,3.64963503649635,6
"247",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2003,12.5,27795,14.2,-1.7,-11.9718309859155,4
"248",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2008,12,28010,12.5,-0.5,-4,-1
"249",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2014,17.5,27220,12,5.5,45.8333333333333,-7
"250",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2019,0,26404,17.5,-17.5,-100,-12
"251",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2021,17.5,29038,0,17.5,Inf,-14
"252",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2000,0,11519,17.5,-17.5,-100,1
"253",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2002,0,12207,0,0,NA,-1
"254",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2009,0,14769,0,0,NA,-8
"255",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2010,0,14869,0,0,NA,-9
"256",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2012,0,14318,0,0,NA,-11
"257",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2013,0,14304,0,0,NA,-12
"258",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2014,0,14188,0,0,NA,-13
"259",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2021,0,10885,0,0,NA,-20
"260",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2022,0,10572,0,0,NA,-21
"261",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",1999,5.9,90955,0,5.9,Inf,2
"262",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2001,9.4,95720,5.9,3.5,59.3220338983051,0
"263",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2002,5.5,98582,9.4,-3.9,-41.4893617021277,-1
"264",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2003,8.5,102034,5.5,3,54.5454545454545,-2
"265",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2004,9.5,107377,8.5,1,11.7647058823529,-3
"266",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2005,6.1,113354,9.5,-3.4,-35.7894736842105,-4
"267",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2006,6.2,119918,6.1,0.100000000000001,1.63934426229509,-5
"268",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2007,8.4,125560,6.2,2.2,35.4838709677419,-6
"269",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2008,5.4,129508,8.4,-3,-35.7142857142857,-7
"270",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2009,7.3,131292,5.4,1.9,35.1851851851852,-8
"271",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2010,8.1,132722,7.3,0.8,10.958904109589,-9
"272",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2011,6.7,133355,8.1,-1.4,-17.2839506172839,-10
"273",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2012,8.1,133971,6.7,1.4,20.8955223880597,-11
"274",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2013,8.3,136379,8.1,0.200000000000001,2.46913580246915,-12
"275",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2014,3,138776,8.3,-5.3,-63.855421686747,-13
"276",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2015,9.7,140733,3,6.7,223.333333333333,-14
"277",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2016,7.2,142224,9.7,-2.5,-25.7731958762886,-15
"278",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2017,3.5,143882,7.2,-3.7,-51.3888888888889,-16
"279",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2018,8.3,145331,3.5,4.8,137.142857142857,-17
"280",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2019,7.9,146343,8.3,-0.4,-4.81927710843374,-18
"281",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2020,4.2,147988,7.9,-3.7,-46.8354430379747,-19
"282",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2021,4.8,145814,4.2,0.6,14.2857142857143,-20
"283",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2022,7.6,147316,4.8,2.8,58.3333333333333,-21
"284",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2000,0,12303,7.6,-7.6,-100,1
"285",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2005,0,11749,0,0,NA,-4
"286",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2007,26.7,11429,0,26.7,Inf,-6
"287",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2012,38,10594,26.7,11.3,42.3220973782772,-11
"288",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2017,0,10296,38,-38,-100,-16
"289",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2018,0,10247,0,0,NA,-17
"290",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2021,0,10619,0,0,NA,-20
"291",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2000,12.3,37755,0,12.3,Inf,1
"292",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2002,13.2,40757,12.3,0.899999999999999,7.3170731707317,-1
"293",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2003,9.8,42168,13.2,-3.4,-25.7575757575757,-2
"294",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2004,9.4,43674,9.8,-0.4,-4.08163265306123,-3
"295",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2006,11.1,47823,9.4,1.7,18.0851063829787,-5
"296",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2007,9.2,49660,11.1,-1.9,-17.1171171171171,-6
"297",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2008,11.1,50738,9.2,1.9,20.6521739130435,-7
"298",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2011,8.8,52655,11.1,-2.3,-20.7207207207207,-10
"299",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2014,10.9,55423,8.8,2.1,23.8636363636364,-13
"300",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2015,13.9,57106,10.9,3,27.5229357798165,-14
"301",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2016,10.1,58712,13.9,-3.8,-27.3381294964029,-15
"302",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2018,7.5,62190,10.1,-2.6,-25.7425742574257,-17
"303",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2019,8.6,64296,7.5,1.1,14.6666666666667,-18
"304",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2020,6.2,65765,8.6,-2.4,-27.906976744186,-19
"305",10713,"Effingham County - SR 17 MSWLF",32.3061111111111,-81.4036111111111,"Watts Road","Guyton","Effingham",2001,"IV","https://epd.georgia.gov/document/pdf/23-10713/download","L","small_green ",2022,14.2,69041,6.2,8,129.032258064516,-21
"306",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2000,0,20464,14.2,-14.2,-100,1
"307",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2001,0,20544,0,0,NA,0
"308",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2003,20,20572,0,20,Inf,-2
"309",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2005,20.3,20593,20,0.300000000000001,1.5,-4
"310",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2014,0,19438,20.3,-20.3,-100,-13
"311",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2019,0,19194,0,0,NA,-18
"312",10659,"Elbert County Landfill",34.135,-82.7808333333333,"2188 Hulmes Chapel Road","Elberton","Elbert",2001,"IV","https://epd.georgia.gov/document/pdf/23-10659/download","L","small_green ",2020,30.8,19335,0,30.8,Inf,-19
"313",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",1999,26,21784,30.8,-4.8,-15.5844155844156,2
"314",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",1999,26,21784,26,0,0,2
"315",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2000,17.4,21851,26,-8.6,-33.0769230769231,1
"316",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2000,17.4,21851,17.4,0,0,1
"317",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2003,18.5,21616,17.4,1.1,6.32183908045978,-2
"318",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2003,18.5,21616,18.5,0,0,-2
"319",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2005,12.8,21777,18.5,-5.7,-30.8108108108108,-4
"320",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2005,12.8,21777,12.8,0,0,-4
"321",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2009,17.8,22456,12.8,5,39.0625,-8
"322",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2009,17.8,22456,17.8,0,0,-8
"323",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2013,21.1,22867,17.8,3.3,18.5393258426966,-12
"324",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2013,21.1,22867,21.1,0,0,-12
"325",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2014,15.2,22755,21.1,-5.9,-27.9620853080569,-13
"326",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2014,15.2,22755,15.2,0,0,-13
"327",10660,"Emanuel Co. - SR 297 Swainsboro (SL)",32.5163888888889,-82.3327777777778,"SR 297 & Old Nunez Road","Swainsboro","Emanuel",2001,"IV","https://epd.georgia.gov/document/pdf/23-10660/download","L","small_green ",2015,0,22708,15.2,-15.2,-100,-14
"328",10703,"Swainsboro Electro Plating, Inc.",32.5588888888889,-82.3369444444444,"Intersection of Hwy 4 and Empire Expressway","Swainsboro","Emanuel",2001,"I","https://epd.georgia.gov/document/pdf/23-10703/download","A","small_yellow",2015,0,22708,0,0,NA,-14
"329",10661,"Fannin County Landfill",34.8986111111111,-84.3497222222222,"SR 5 and Tom Boyd Road","Blue Ridge","Fannin",2001,"IV","https://epd.georgia.gov/document/pdf/23-10661/download","L","small_green ",2004,0,21873,0,0,NA,-3
"330",10661,"Fannin County Landfill",34.8986111111111,-84.3497222222222,"SR 5 and Tom Boyd Road","Blue Ridge","Fannin",2001,"IV","https://epd.georgia.gov/document/pdf/23-10661/download","L","small_green ",2006,0,22758,0,0,NA,-5
"331",10661,"Fannin County Landfill",34.8986111111111,-84.3497222222222,"SR 5 and Tom Boyd Road","Blue Ridge","Fannin",2001,"IV","https://epd.georgia.gov/document/pdf/23-10661/download","L","small_green ",2008,0,23416,0,0,NA,-7
"332",10661,"Fannin County Landfill",34.8986111111111,-84.3497222222222,"SR 5 and Tom Boyd Road","Blue Ridge","Fannin",2001,"IV","https://epd.georgia.gov/document/pdf/23-10661/download","L","small_green ",2022,0,25737,0,0,NA,-21
"333",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",1999,4.7,89659,0,4.7,Inf,3
"334",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",1999,4.7,89659,4.7,0,0,7
"335",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2000,8.1,90837,4.7,3.4,72.3404255319149,2
"336",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2000,8.1,90837,8.1,0,0,6
"337",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2001,8.1,91181,8.1,0,0,1
"338",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2001,8.1,91181,8.1,0,0,5
"339",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2002,8,92597,8.1,-0.0999999999999996,-1.23456790123456,0
"340",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2002,8,92597,8,0,0,4
"341",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2003,11.2,93539,8,3.2,40,-1
"342",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2003,11.2,93539,11.2,0,0,3
"343",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2004,13.5,94014,11.2,2.3,20.5357142857143,-2
"344",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2004,13.5,94014,13.5,0,0,2
"345",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2005,12.4,94332,13.5,-1.1,-8.14814814814815,-3
"346",10843,"Floyd County - Berryhill Road Sanitary Landfill",34.3088888888889,-85.2777777777778,"0 Berryhill Road","Rome","Floyd",2006,"IV","https://epd.georgia.gov/document/pdf/23-10843/download","L","small_green ",2005,12.4,94332,12.4,0,0,1
"347",10738,"O'Neill Manufacturing, Inc.",34.2694444444444,-85.1555555555556,"102 Anderson Street","Rome","Floyd",2002,"II","https://epd.georgia.gov/document/pdf/23-10738/download","A","small_yellow",2006,11.9,95165,12.4,-0.5,-4.03225806451613,-4
