"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","Cause","year","deaths","population","rate","prev_rate","rate_diff","percent_different","year_to_site"
"254",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2004,4,16127,0.0248031251937744,0,0.0248031251937744,Inf,-3
"255",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2004,5,16127,0.031003906492218,0.0248031251937744,0.0062007812984436,25,-3
"256",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2005,0,16124,0,0.031003906492218,-0.031003906492218,-100,-4
"257",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2005,0,16124,0,0,0,NA,-4
"258",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2005,0,16124,0,0,0,NA,-4
"259",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2005,2,16124,0.0124038700074423,0,0.0124038700074423,Inf,-4
"260",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2005,2,16124,0.0124038700074423,0.0124038700074423,0,0,-4
"261",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2006,0,16309,0,0.0124038700074423,-0.0124038700074423,-100,-5
"262",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2006,0,16309,0,0,0,NA,-5
"263",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2006,0,16309,0,0,0,NA,-5
"264",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2006,1,16309,0.00613158378809246,0,0.00613158378809246,Inf,-5
"265",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2006,1,16309,0.00613158378809246,0.00613158378809246,0,0,-5
"266",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2007,0,16333,0,0.00613158378809246,-0.00613158378809246,-100,-6
"267",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2007,0,16333,0,0,0,NA,-6
"268",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2007,0,16333,0,0,0,NA,-6
"269",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2007,3,16333,0.0183677217902406,0,0.0183677217902406,Inf,-6
"270",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2007,3,16333,0.0183677217902406,0.0183677217902406,0,0,-6
"271",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2008,0,16475,0,0.0183677217902406,-0.0183677217902406,-100,-7
"272",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2008,0,16475,0,0,0,NA,-7
"273",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2008,0,16475,0,0,0,NA,-7
"274",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2008,2,16475,0.0121396054628225,0,0.0121396054628225,Inf,-7
"275",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2008,2,16475,0.0121396054628225,0.0121396054628225,0,0,-7
"276",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2009,0,16375,0,0.0121396054628225,-0.0121396054628225,-100,-8
"277",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2009,0,16375,0,0,0,NA,-8
"278",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2009,0,16375,0,0,0,NA,-8
"279",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2009,2,16375,0.0122137404580153,0,0.0122137404580153,Inf,-8
"280",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2009,2,16375,0.0122137404580153,0.0122137404580153,0,0,-8
"281",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2010,0,16199,0,0.0122137404580153,-0.0122137404580153,-100,-9
"282",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2010,0,16199,0,0,0,NA,-9
"283",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2010,0,16199,0,0,0,NA,-9
"284",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2010,4,16199,0.0246928822766837,0,0.0246928822766837,Inf,-9
"285",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2010,4,16199,0.0246928822766837,0.0246928822766837,0,0,-9
"286",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2011,0,15889,0,0.0246928822766837,-0.0246928822766837,-100,-10
"287",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2011,0,15889,0,0,0,NA,-10
"288",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2011,0,15889,0,0,0,NA,-10
"289",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2011,3,15889,0.0188809868462458,0,0.0188809868462458,Inf,-10
"290",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2011,3,15889,0.0188809868462458,0.0188809868462458,0,0,-10
"291",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2012,0,15403,0,0.0188809868462458,-0.0188809868462458,-100,-11
"292",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2012,0,15403,0,0,0,NA,-11
"293",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2012,0,15403,0,0,0,NA,-11
"294",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2012,3,15403,0.0194767253132507,0,0.0194767253132507,Inf,-11
"295",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2012,3,15403,0.0194767253132507,0.0194767253132507,0,0,-11
"296",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2013,0,15516,0,0.0194767253132507,-0.0194767253132507,-100,-12
"297",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2013,0,15516,0,0,0,NA,-12
"298",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2013,0,15516,0,0,0,NA,-12
"299",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2013,1,15516,0.00644496004124774,0,0.00644496004124774,Inf,-12
"300",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2013,1,15516,0.00644496004124774,0.00644496004124774,0,0,-12
"301",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2014,0,15418,0,0.00644496004124774,-0.00644496004124774,-100,-13
"302",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2014,0,15418,0,0,0,NA,-13
"303",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2014,0,15418,0,0,0,NA,-13
"304",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2014,3,15418,0.0194577766247243,0,0.0194577766247243,Inf,-13
"305",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2014,3,15418,0.0194577766247243,0.0194577766247243,0,0,-13
"306",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2015,0,15658,0,0.0194577766247243,-0.0194577766247243,-100,-14
"307",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2015,0,15658,0,0,0,NA,-14
"308",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2015,0,15658,0,0,0,NA,-14
"309",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2015,1,15658,0.00638651168731639,0,0.00638651168731639,Inf,-14
"310",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2015,1,15658,0.00638651168731639,0.00638651168731639,0,0,-14
"311",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2016,0,15687,0,0.00638651168731639,-0.00638651168731639,-100,-15
"312",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2016,0,15687,0,0,0,NA,-15
"313",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2016,0,15687,0,0,0,NA,-15
"314",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2016,3,15687,0.0191241155096577,0,0.0191241155096577,Inf,-15
"315",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2016,3,15687,0.0191241155096577,0.0191241155096577,0,0,-15
"316",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2017,0,15587,0,0.0191241155096577,-0.0191241155096577,-100,-16
"317",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2017,0,15587,0,0,0,NA,-16
"318",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2017,0,15587,0,0,0,NA,-16
"319",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2017,10,15587,0.0641560274587798,0,0.0641560274587798,Inf,-16
"320",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2017,10,15587,0.0641560274587798,0.0641560274587798,0,0,-16
"321",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2018,0,15513,0,0.0641560274587798,-0.0641560274587798,-100,-17
"322",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2018,0,15513,0,0,0,NA,-17
"323",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2018,0,15513,0,0,0,NA,-17
"324",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2018,10,15513,0.0644620640752917,0,0.0644620640752917,Inf,-17
"325",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2018,10,15513,0.0644620640752917,0.0644620640752917,0,0,-17
"326",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2019,0,15457,0,0.0644620640752917,-0.0644620640752917,-100,-18
"327",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2019,1,15457,0.00646956071682733,0,0.00646956071682733,Inf,-18
"328",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2019,0,15457,0,0.00646956071682733,-0.00646956071682733,-100,-18
"329",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2019,8,15457,0.0517564857346186,0,0.0517564857346186,Inf,-18
"330",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2019,9,15457,0.0582260464514459,0.0517564857346186,0.00646956071682733,12.5,-18
"331",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2020,2,15357,0.0130233769616462,0.0582260464514459,-0.0452026694897998,-77.633073589315,-19
"332",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2020,2,15357,0.0130233769616462,0.0130233769616462,0,0,-19
"333",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2020,0,15357,0,0.0130233769616462,-0.0130233769616462,-100,-19
"334",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2020,7,15357,0.0455818193657615,0,0.0455818193657615,Inf,-19
"335",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2020,11,15357,0.0716285732890539,0.0455818193657615,0.0260467539232923,57.1428571428571,-19
"336",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2021,0,16270,0,0.0716285732890539,-0.0716285732890539,-100,-20
"337",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2021,2,16270,0.0122925629993854,0,0.0122925629993854,Inf,-20
"338",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2021,0,16270,0,0.0122925629993854,-0.0122925629993854,-100,-20
"339",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2021,7,16270,0.0430239704978488,0,0.0430239704978488,Inf,-20
"340",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2021,9,16270,0.0553165334972342,0.0430239704978488,0.0122925629993854,28.5714285714286,-20
"341",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Early Onset",2022,0,16253,0,0.0553165334972342,-0.0553165334972342,-100,-21
"342",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease with Late Onset",2022,0,16253,0,0,0,NA,-21
"343",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Other Alzheimer's Disease",2022,0,16253,0,0,0,NA,-21
"344",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Alzheimer's Disease, Unspecified",2022,5,16253,0.0307635513443672,0,0.0307635513443672,Inf,-21
"345",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ","Selected Causes Total",2022,5,16253,0.0307635513443672,0.0307635513443672,0,0,-21
"346",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Alzheimer's Disease with Early Onset",2000,0,23474,0,0.0215982721382289,-0.0215982721382289,-100,1
"347",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Alzheimer's Disease with Late Onset",2000,0,23474,0,0,0,NA,1
"348",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Other Alzheimer's Disease",2000,0,23474,0,0,0,NA,1
"349",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Alzheimer's Disease, Unspecified",2000,3,23474,0.0127800971287382,0,0.0127800971287382,Inf,1
"350",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Selected Causes Total",2000,3,23474,0.0127800971287382,0.0127800971287382,0,0,1
"351",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Alzheimer's Disease with Early Onset",2001,0,23867,0,0.0127800971287382,-0.0127800971287382,-100,0
"352",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Alzheimer's Disease with Late Onset",2001,0,23867,0,0,0,NA,0
"353",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ","Other Alzheimer's Disease",2001,0,23867,0,0,0,NA,0
