"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","year","deaths","population","rate","prev_rate","rate_diff","percent_different","year_to_site"
"393",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2001,20,27870,0.0717617509867241,0.0744073982213089,-0.00264564723458478,-3.5556239000803,6
"394",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2002,18,27892,0.0645346335866915,0.0717617509867241,-0.00722711740003255,-10.0709880969454,5
"395",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2003,24,27795,0.0863464651915812,0.0645346335866915,0.0218118316048897,33.7986448401991,4
"396",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2004,12,27763,0.0432229946331448,0.0863464651915812,-0.0431234705584364,-49.9423693404891,3
"397",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2005,22,27511,0.0799680127948821,0.0432229946331448,0.0367450181617372,85.0126616020259,2
"398",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2006,26,27835,0.0934075803844081,0.0799680127948821,0.0134395675895261,16.8061792707023,1
"399",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2007,26,27883,0.0932467811928415,0.0934075803844081,-0.000160799191566599,-0.172147903740626,0
"400",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2008,28,28010,0.099964298464834,0.0932467811928415,0.00671751727199246,7.20402054211407,-1
"401",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2009,15,28058,0.0534606885736688,0.099964298464834,-0.0465036098911652,-46.5202183232691,-2
"402",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2010,28,27813,0.100672347463416,0.0534606885736688,0.0472116588897476,88.3109816752358,-3
"403",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2011,34,27694,0.122770275149852,0.100672347463416,0.0220979276864356,21.9503450979583,-4
"404",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2012,33,27509,0.119960740121415,0.122770275149852,-0.00280953502843713,-2.28844891404523,-5
"405",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2013,31,27359,0.113308234950108,0.119960740121415,-0.00665250517130699,-5.54556862901466,-6
"406",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2014,31,27220,0.113886847905952,0.113308234950108,0.000578612955843674,0.510653930933132,-7
"407",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2015,24,27174,0.0883197173769044,0.113886847905952,-0.0255671305290471,-22.4495900967956,-8
"408",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2016,31,26822,0.115576765341884,0.0883197173769044,0.0272570479649791,30.8617925583476,-9
"409",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2017,44,26716,0.164695313669711,0.115576765341884,0.0491185483278275,42.4986355886771,-10
"410",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2018,31,26575,0.116650987770461,0.164695313669711,-0.0480443258992501,-29.1716411528265,-11
"411",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2019,25,26404,0.094682623844872,0.116650987770461,-0.021968363925589,-18.8325571394364,-12
"412",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2020,39,26457,0.147409003288355,0.094682623844872,0.0527263794434827,55.6874929130287,-13
"413",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2021,29,29038,0.0998691369929058,0.147409003288355,-0.0475398662954488,-32.2503139122741,-14
"414",10858,"Decatur County SR 309 MSWL",30.8369444444444,-84.5677777777778,"SR 309 (West Street and Fowlston Road)","Bainbridge","Decatur",2007,"IV","https://epd.georgia.gov/document/pdf/23-10858/download","L","small_green ",2022,29,28982,0.100062107515009,0.0998691369929058,0.000192970522103472,0.193223380028987,-15
"415",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2000,4,11519,0.0347252365656741,0.017450484250938,0.0172747523147361,98.9929681395954,1
"416",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2001,1,12040,0.00830564784053156,0.0347252365656741,-0.0264195887251425,-76.0818106312292,0
"417",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2002,4,12207,0.0327680838862947,0.00830564784053156,0.0244624360457632,294.527729990989,-1
"418",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2003,2,12508,0.0159897665494084,0.0327680838862947,-0.0167783173368864,-51.203229932843,-2
"419",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2004,3,12848,0.0233499377334994,0.0159897665494084,0.007360171184091,46.0305105853051,-3
"420",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2005,1,13292,0.00752332229912729,0.0233499377334994,-0.0158266154343721,-67.7801183669375,-4
"421",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2006,6,13719,0.0437349661054013,0.00752332229912729,0.036211643806274,481.325169472994,-5
"422",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2007,2,13867,0.0144227302228312,0.0437349661054013,-0.0293122358825701,-67.0224273454965,-6
"423",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2008,13,14191,0.091607356775421,0.0144227302228312,0.0771846265525899,535.159608202382,-7
"424",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2009,12,14769,0.0812512695510867,0.091607356775421,-0.0103560872243343,-11.3048641385022,-8
"425",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2010,7,14869,0.0470778128993207,0.0812512695510867,-0.034173456651766,-42.058981774161,-9
"426",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2011,10,14587,0.0685541920888462,0.0470778128993207,0.0214763791895255,45.6188974527221,-10
"427",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2012,10,14318,0.0698421567257997,0.0685541920888462,0.00128796463695346,1.87875401592402,-11
"428",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2013,9,14304,0.0629194630872483,0.0698421567257997,-0.00692269363855137,-9.91191275167786,-12
"429",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2014,7,14188,0.0493374682830561,0.0629194630872483,-0.0135819948041922,-21.5863170754628,-13
"430",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2015,12,14035,0.0855005343783399,0.0493374682830561,0.0361630660952838,73.2973688228408,-14
"431",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2016,10,13763,0.0726585773450556,0.0855005343783399,-0.0128419570332843,-15.0197389135121,-15
"432",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2017,11,13737,0.0800757079420543,0.0726585773450556,0.00741713059699872,10.2081968406493,-16
"433",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2018,9,13706,0.0656646724062454,0.0800757079420543,-0.0144110355358089,-17.996763195946,-17
"434",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2019,8,13390,0.0597460791635549,0.0656646724062454,-0.00591859324269053,-9.01335988714627,-18
"435",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2020,16,13174,0.121451343555488,0.0597460791635549,0.0617052643919332,103.279186275998,-19
"436",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2021,9,10885,0.0826825907211759,0.121451343555488,-0.0387687528343122,-31.9212218649518,-20
"437",10656,"Dooly County - CR 101 MSWLF",32.1255555555556,-83.8472222222222,"CR 101","Vienna","Dooly",2001,"IV","https://epd.georgia.gov/document/pdf/23-10656/download","L","small_green ",2022,12,10572,0.113507377979569,0.0826825907211759,0.0308247872583927,37.280867700845,-21
"438",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2000,28,92774,0.0301808696402009,0.0318838986311912,-0.00170302899099033,-5.34134489225949,1
"439",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2001,25,95720,0.0261178437108232,0.0301808696402009,-0.00406302592937768,-13.4622559847173,0
"440",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2002,23,98582,0.0233308311862206,0.0261178437108232,-0.00278701252460263,-10.6709135541985,-1
"441",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2003,34,102034,0.0333222259246918,0.0233308311862206,0.00999139473847116,42.824855482955,-2
"442",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2004,39,107377,0.0363206273224247,0.0333222259246918,0.00299840139773296,8.9982025945966,-3
"443",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2005,43,113354,0.0379342590468797,0.0363206273224247,0.00161363172445496,4.44274188914872,-4
"444",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2006,53,119918,0.0441968678597041,0.0379342590468797,0.00626260881282444,16.5091106829977,-5
"445",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2007,52,125560,0.0414144632048423,0.0441968678597041,-0.00278240465486182,-6.29547927173056,-6
"446",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2008,54,129508,0.0416962658677456,0.0414144632048423,0.000281802662903313,0.680445045271923,-7
"447",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2009,52,131292,0.0396063735795022,0.0416962658677456,-0.00208989228824344,-5.01218093455243,-8
"448",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2010,59,132722,0.0444538207682223,0.0396063735795022,0.00484744718872012,12.2390583904123,-9
"449",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2011,75,133355,0.0562408608601102,0.0444538207682223,0.0117870400918879,26.5152463572127,-10
"450",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2012,76,133971,0.0567286950160856,0.0562408608601102,0.000487834155975336,0.867401651601213,-11
"451",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2013,89,136379,0.0652593141172761,0.0567286950160856,0.00853061910119055,15.0375733106,-12
"452",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2014,97,138776,0.0698968121288984,0.0652593141172761,0.00463749801162225,7.10626226210147,-13
"453",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2015,89,140733,0.0632403203228809,0.0698968121288984,-0.00665649180601745,-9.52331244197812,-14
"454",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2016,84,142224,0.0590617617279784,0.0632403203228809,-0.00417855859490252,-6.6074279408586,-15
"455",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2017,86,143882,0.0597712014011482,0.0590617617279784,0.000709439673169762,1.20118271520115,-16
"456",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2018,84,145331,0.0577990931047058,0.0597712014011482,-0.00197210829644236,-3.29942890591535,-17
"457",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2019,99,146343,0.0676492896824583,0.0577990931047058,0.00985019657775254,17.0421299862066,-18
"458",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2020,91,147988,0.0614914722815363,0.0676492896824583,-0.006157817400922,-9.10256032225382,-19
"459",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2021,108,145814,0.0740669620201078,0.0614914722815363,0.0125754897385715,20.4507865432056,-20
"460",10657,"Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1",33.7655555555556,-84.8108333333333,"1755 County Services Road","Douglasville","Douglas",2001,"IV","https://epd.georgia.gov/document/pdf/23-10657/download","L","small_green ",2022,103,147316,0.0699177278774878,0.0740669620201078,-0.00414923414261996,-5.6020039562221,-21
"461",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2000,5,12303,0.0406404941884093,0.0243684509787994,0.0162720432096099,66.7750413178357,1
"462",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2001,6,12207,0.0491521258294421,0.0406404941884093,0.00851163164103279,20.9437208159253,0
"463",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2002,3,12047,0.0249024653440691,0.0491521258294421,-0.0242496604853731,-49.3359342574915,-1
"464",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2003,4,11978,0.03339455668726,0.0249024653440691,0.00849209134319091,34.1014081371403,-2
"465",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2004,6,11800,0.0508474576271186,0.03339455668726,0.0174529009398587,52.2627118644068,-3
"466",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2005,6,11749,0.05106817601498,0.0508474576271186,0.000220718387861356,0.434079496127333,-4
"467",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2006,12,11648,0.103021978021978,0.05106817601498,0.051953802006998,101.734203296703,-5
"468",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2007,5,11429,0.0437483594365211,0.103021978021978,-0.0592736185854569,-57.5349257736168,-6
"469",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2008,14,11262,0.124311845142959,0.0437483594365211,0.0805634857064375,184.152015627775,-7
"470",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2009,7,11101,0.0630573822178182,0.124311845142959,-0.0612544629251404,-49.2748401044951,-8
"471",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2010,3,10988,0.0273025118310885,0.0630573822178182,-0.0357548703867298,-56.7021165947267,-9
"472",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2011,8,10778,0.0742252737056968,0.0273025118310885,0.0469227618746083,171.862435826065,-10
"473",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2012,9,10594,0.0849537474041911,0.0742252737056968,0.0107284736984943,14.4539361902964,-11
"474",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2013,14,10542,0.132802124833997,0.0849537474041911,0.0478483774298063,56.3228567212631,-12
"475",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2014,7,10491,0.0667238585454199,0.132802124833997,-0.0660782662885775,-49.7569345152988,-13
"476",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2015,5,10575,0.0472813238770686,0.0667238585454199,-0.0194425346683513,-29.1388044579534,-14
"477",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2016,9,10339,0.0870490376245285,0.0472813238770686,0.0397677137474599,84.1087145758777,-15
"478",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2017,16,10296,0.155400155400155,0.0870490376245285,0.0683511177756269,78.5202451869119,-16
"479",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2018,12,10247,0.11710744608178,0.155400155400155,-0.0382927093183753,-24.6413584463745,-17
"480",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2019,14,10190,0.13738959764475,0.11710744608178,0.0202821515629697,17.3192672554792,-18
"481",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2020,10,10037,0.0996313639533725,0.13738959764475,-0.0377582336913772,-27.4826000939381,-19
"482",10658,"Blakely - Howell Street / Pit Road MSWLF",31.4005555555556,-84.9288888888889,"Corner of Howell Street and Pit Road","Blakely","Early",2001,"IV","https://epd.georgia.gov/document/pdf/23-10658/download","L","small_green ",2021,16,10619,0.150673321405029,0.0996313639533725,0.0510419574516562,51.2308126942273,-20
